codigo,Razón Social,marca,nombre_region,codigo_region,nombre_comuna,codigo_comuna,direccion,Latitud,Longitud,combustible,Última Actualización,hora_actualizacion,precio,unidad_cobro,ClasificacionGasolina 93 $/L,ClasificacionGasolina 97 $/L,ClasificacionPetróleo Diesel $/L,ClasificacionGasolina 95 $/L,ClasificacionGLP Vehicular $/m3,ClasificacionGNC $/m3,Fecha
ab810101,Diaz R?os Valentina de Las Mercedes y Otro,ABASTIBLE,Del Biobío,8,Concepción,8101,galvarino 2127,-36.805064,-73.049241,GLP,2024-03-13,15:31:36,700.0,$/m3,,,,,,,2024-03-26
ab830101,Sociedad Sanchez y Compa??a Ltda.,ABASTIBLE,Del Biobío,8,Los Ángeles,8301,Av Francisco Encina 1451,-37.484712,-72.331189,GLP,2024-03-13,15:31:36,672.0,$/m3,,,,,,,2024-03-26
ab910101,DISTRIBUIDORA Y COMERCIALIZADORA SAN JUAN SPA,ABASTIBLE,De la Araucanía,9,Temuco,9101,Manuel Recabarren 01940,-38.755065,-72.635166,GLP,2024-03-13,15:31:36,585.0,$/m3,,,,,,,2024-03-26
ab920101,Abastecedora De Combustibles S A,ABASTIBLE,De la Araucanía,9,Angol,9201,juan sellato 2938,-37.8,-72.7167,GLP,2024-03-13,15:31:36,561.0,$/m3,,,,,,,2024-03-26
ag1030102,Autogasco S.A.,AUTOGASCO,De los Lagos,10,Osorno,10301,Av. Los Carreras 501,-40.572638,-73.126586,GLP,2024-03-14,12:59:17,649.0,$/m3,,,,,,,2024-03-26
ag1210101 ,Gasco S.A. RUT: 90.310.000-1,AUTOGASCO,Magallanes y de la Antártica Chilena,12,Punta Arenas,12101,Avda. Edo. Frei 314,-53.154478,-70.916476,GLP,2014-01-30,11:57:46,479.0,$/m3,,,,,,,2024-03-26
ag1210101 ,Gasco S.A. RUT: 90.310.000-1,AUTOGASCO,Magallanes y de la Antártica Chilena,12,Punta Arenas,12101,Avda. Edo. Frei 314,-53.154478,-70.916476,GNC,2024-03-07,13:12:08,318.0,$/m3,,,,,,,2024-03-26
ag1310101,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,Santiago Centro,13101,cueto 1095,-33.432547,-70.672941,GLP,2024-03-07,13:12:08,617.0,$/m3,,,,,,,2024-03-26
ag1310101,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,Santiago Centro,13101,cueto 1095,-33.432547,-70.672941,GNC,2024-02-29,15:19:13,862.0,$/m3,,,,,,,2024-03-26
ag1311201,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,La Pintana,13112,avenida lo blanco 2631,-33.588687,-70.631543,GLP,2024-03-07,13:12:08,618.0,$/m3,,,,,,,2024-03-26
ag1311301,COMERCIALIZADORA Y DISTRIBUIDORA ADVI SPA,AUTOGASCO,Metropolitana de Santiago,13,La Reina,13113,Jorge Alessandri 515,-33.456004,-70.544716,GLP,2024-03-07,13:12:08,644.0,$/m3,,,,,,,2024-03-26
ag1312801,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,Renca,13128,apostol santiago 1858,-33.399961,-70.6988,GLP,2024-03-07,13:12:08,618.0,$/m3,,,,,,,2024-03-26
ag1313001,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,San Miguel,13130,sebastopol 592,-33.515816,-70.642034,GLP,2024-03-07,13:12:08,618.0,$/m3,,,,,,,2024-03-26
ag1313002,Autogasco S.A.,AUTOGASCO,Metropolitana de Santiago,13,San Miguel,13130,Gran Avenida Jose Miguel Carrera 2948,-33.481515,-70.648744,GLP,2024-03-07,13:12:08,618.0,$/m3,,,,,,,2024-03-26
ag1313002,Autogasco S.A.,AUTOGASCO,Metropolitana de Santiago,13,San Miguel,13130,Gran Avenida Jose Miguel Carrera 2948,-33.481515,-70.648744,GNC,2024-02-29,15:19:13,852.0,$/m3,,,,,,,2024-03-26
ag1320101,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,Puente Alto,13201,eyzaguirre 1064,-33.614195,-70.587126,GLP,2024-03-07,13:12:08,608.0,$/m3,,,,,,,2024-03-26
ag1320101,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,Puente Alto,13201,eyzaguirre 1064,-33.614195,-70.587126,GNC,2024-02-29,15:19:13,868.0,$/m3,,,,,,,2024-03-26
ag1410101,Autogasco,AUTOGASCO,De los Ríos,14,Valdivia,14101,pablo neruda esq pasaje 21 000,-39.844181,-73.213274,GLP,2017-12-07,12:36:00,489.0,$/m3,,,,,,,2024-03-26
ag210101,Autogasco,AUTOGASCO,Antofagasta,2,Antofagasta,2101,AVENIDA RADOMIRO TOMIC esq DR. RUIZ TAGLE 000,-23.601293,-70.385566,GLP,2024-03-07,13:12:08,676.0,$/m3,,,,,,,2024-03-26
ag310102 ,Sindicato de dueños independientes taxis colectivos Línea N° 24,AUTOGASCO,Atacama,3,Copiapó,3101,Venancio Díaz esquina Juncalito S/N 0,-27.361782,-70.305816,GLP,2024-03-07,13:12:08,705.0,$/m3,,,,,,,2024-03-26
ag410101,Autogasco,AUTOGASCO,Coquimbo,4,La Serena,4101,Balmaceda 3850,-29.936276,-71.260731,GLP,2024-03-07,13:12:08,609.0,$/m3,,,,,,,2024-03-26
ag410201,Autogasco - Jaime Pino Arancibia/10.530.939-2,AUTOGASCO,Coquimbo,4,Coquimbo,4102,Las Azucenas 519,-29.979263,-71.341493,GLP,2024-03-07,13:12:08,649.0,$/m3,,,,,,,2024-03-26
ag430101,Autogasco,AUTOGASCO,Coquimbo,4,Ovalle,4301,ariztia oriente 000,-30.602606,-71.196556,GLP,2024-03-07,13:12:08,649.0,$/m3,,,,,,,2024-03-26
ag550101,Autogasco S.A. / RUT: 76.742.300-4,AUTOGASCO,Valparaíso,5,Los Andes,5301,Calle Laberinto 390,-32.814435,-70.619843,GLP,2017-12-07,12:16:36,550.0,$/m3,,,,,,,2024-03-26
ag550501,Geriba SPA,AUTOGASCO,Valparaíso,5,Limache,5802,Avenida Palmira Romano Oriente 211,-32.990494,-71.263724,93,2022-09-29,14:03:36,1324.0,$/L,,,,,,,2024-03-26
ag550501,Geriba SPA,AUTOGASCO,Valparaíso,5,Limache,5802,Avenida Palmira Romano Oriente 211,-32.990494,-71.263724,95,2022-09-29,14:03:36,1348.0,$/L,,,,,,,2024-03-26
ag550501,Geriba SPA,AUTOGASCO,Valparaíso,5,Limache,5802,Avenida Palmira Romano Oriente 211,-32.990494,-71.263724,DI,2022-09-29,14:03:36,1148.0,$/L,,,,,,,2024-03-26
ag550501,Geriba SPA,AUTOGASCO,Valparaíso,5,Limache,5802,Avenida Palmira Romano Oriente 211,-32.990494,-71.263724,GLP,2022-09-29,14:03:36,666.0,$/m3,,,,,,,2024-03-26
ag570101,Autogasco - Guillermo Damaso Flores Leiva/7.387.563-3,AUTOGASCO,Valparaíso,5,San Felipe,5701,Hermanos Carrera 1113,-32.755363,-70.712508,GLP,2018-02-08,14:25:15,485.0,$/m3,,,,,,,2024-03-26
ag610102,Distribuidora Oriente Spa,AUTOGASCO,Del Libertador Gral. Bernardo O’Higgins,6,Rancagua,6101,La CompaÃ±Ã­a 580,-34.163306,-70.713079,GLP,2024-03-07,13:12:08,575.0,$/m3,,,,,,,2024-03-26
ag710102,San Fabian SPA ,AUTOGASCO,Del Maule,7,Talca,7101,Av. Cancha Rayada 1952,-35.416517,-71.654445,GLP,2024-03-07,13:12:08,610.0,$/m3,,,,,,,2024-03-26
ag730701,Comercial y Transportes The Twins SPA.,AUTOGASCO,Del Maule,7,Curicó,7301,Av. Balmaceda 2323,-34.965011,-71.249286,GLP,2024-03-14,12:59:17,566.0,$/m3,,,,,,,2024-03-26
ag810201,Juan Miguel Vega Vega Transportes Publico de Pasajeros EIRL // 76.016.941-2,AUTOGASCO,Del Biobío,8,Coronel,8102,Los Notros 1559,-36.986098,-73.156877,GLP,2024-03-14,12:59:17,687.0,$/m3,,,,,,,2024-03-26
ag830101,Autogasco,AUTOGASCO,Del Biobío,8,Los Ángeles,8301,orompello 2046,-37.45557,-72.379239,GLP,2024-03-14,12:59:17,687.0,$/m3,,,,,,,2024-03-26
ag840101,Autogasco,AUTOGASCO,Ñuble,16,Chillán,16101,o\'higgins 3250,-36.599991,-72.11164,GLP,2024-03-14,12:59:17,612.0,$/m3,,,,,,,2024-03-26
ag910101,Autogasco,AUTOGASCO,De la Araucanía,9,Temuco,9101,candelaria 0665,-38.745432,-72.615134,GLP,2024-03-07,13:12:08,599.0,$/m3,,,,,,,2024-03-26
co01001,Sociedad Comercial E Inversiones V&G ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Mapocho 1998,-33.43219,-70.66466,93,2024-02-29,09:12:41,1269.0,$/L,,,,,,,2024-03-26
co01001,Sociedad Comercial E Inversiones V&G ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Mapocho 1998,-33.43219,-70.66466,95,2024-02-29,09:12:41,1298.0,$/L,,,,,,,2024-03-26
co01001,Sociedad Comercial E Inversiones V&G ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Mapocho 1998,-33.43219,-70.66466,97,2024-02-29,09:12:41,1332.0,$/L,,,,,,,2024-03-26
co01001,Sociedad Comercial E Inversiones V&G ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Mapocho 1998,-33.43219,-70.66466,DI,2024-02-29,09:12:41,1038.0,$/L,,,,,,,2024-03-26
co01002,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1571,-33.434405,-70.659889,93,2024-02-29,14:50:07,1269.0,$/L,,,,,,,2024-03-26
co01002,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1571,-33.434405,-70.659889,95,2024-02-29,14:50:07,1298.0,$/L,,,,,,,2024-03-26
co01002,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1571,-33.434405,-70.659889,97,2024-02-29,14:50:07,1332.0,$/L,,,,,,,2024-03-26
co01002,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1571,-33.434405,-70.659889,DI,2024-02-29,14:50:07,1038.0,$/L,,,,,,,2024-03-26
co01004,Comercial Y Servicios Michel Ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Almirante Blanco Encalada 1899,-33.456519,-70.660686,93,2024-02-29,08:22:52,1286.0,$/L,,,,,,,2024-03-26
co01004,Comercial Y Servicios Michel Ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Almirante Blanco Encalada 1899,-33.456519,-70.660686,95,2024-02-29,08:22:52,1345.0,$/L,,,,,,,2024-03-26
co01004,Comercial Y Servicios Michel Ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Almirante Blanco Encalada 1899,-33.456519,-70.660686,97,2024-02-29,08:22:52,1407.0,$/L,,,,,,,2024-03-26
co01004,Comercial Y Servicios Michel Ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Almirante Blanco Encalada 1899,-33.456519,-70.660686,DI,2024-03-05,11:49:21,1046.0,$/L,,,,,,,2024-03-26
co01005,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 788,-33.459073,-70.64504,93,2024-02-29,14:02:28,1284.0,$/L,,,,,,,2024-03-26
co01005,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 788,-33.459073,-70.64504,95,2024-02-29,14:02:28,1343.0,$/L,,,,,,,2024-03-26
co01005,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 788,-33.459073,-70.64504,97,2024-02-29,14:02:28,1405.0,$/L,,,,,,,2024-03-26
co01005,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 788,-33.459073,-70.64504,DI,2024-03-14,11:07:29,1043.0,$/L,,,,,,,2024-03-26
co01007,Comercial Desca Limitada,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Lord Cochrane 152,-33.447771,-70.654664,93,2024-02-29,10:36:18,1295.0,$/L,,,,,,,2024-03-26
co01007,Comercial Desca Limitada,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Lord Cochrane 152,-33.447771,-70.654664,95,2024-02-29,10:36:18,1346.0,$/L,,,,,,,2024-03-26
co01007,Comercial Desca Limitada,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Lord Cochrane 152,-33.447771,-70.654664,97,2024-02-29,10:36:18,1396.0,$/L,,,,,,,2024-03-26
co01007,Comercial Desca Limitada,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Lord Cochrane 152,-33.447771,-70.654664,DI,2024-02-29,10:36:18,1067.0,$/L,,,,,,,2024-03-26
co01008,Sociedad Comercial y Distribuidora Becaso Ltda,COPEC,Metropolitana de Santiago,13,Ñuñoa,13120,VicuÃ±a Mackenna 654,-33.449974,-70.631109,93,2024-02-29,15:53:34,1290.0,$/L,,,,,,,2024-03-26
co01008,Sociedad Comercial y Distribuidora Becaso Ltda,COPEC,Metropolitana de Santiago,13,Ñuñoa,13120,VicuÃ±a Mackenna 654,-33.449974,-70.631109,95,2024-02-29,15:53:34,1336.0,$/L,,,,,,,2024-03-26
co01008,Sociedad Comercial y Distribuidora Becaso Ltda,COPEC,Metropolitana de Santiago,13,Ñuñoa,13120,VicuÃ±a Mackenna 654,-33.449974,-70.631109,97,2024-02-29,15:53:34,1368.0,$/L,,,,,,,2024-03-26
co01008,Sociedad Comercial y Distribuidora Becaso Ltda,COPEC,Metropolitana de Santiago,13,Ñuñoa,13120,VicuÃ±a Mackenna 654,-33.449974,-70.631109,DI,2024-02-29,15:53:34,1053.0,$/L,,,,,,,2024-03-26
co01009,SOC COM PINTO Y CANDIALTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 2602,-33.43522,-70.673051,93,2024-02-29,14:06:41,1263.0,$/L,,,,,,,2024-03-26
co01009,SOC COM PINTO Y CANDIALTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 2602,-33.43522,-70.673051,95,2024-02-29,14:06:41,1293.0,$/L,,,,,,,2024-03-26
co01009,SOC COM PINTO Y CANDIALTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 2602,-33.43522,-70.673051,97,2024-02-29,14:06:41,1326.0,$/L,,,,,,,2024-03-26
co01009,SOC COM PINTO Y CANDIALTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 2602,-33.43522,-70.673051,DI,2024-02-29,14:06:41,1036.0,$/L,,,,,,,2024-03-26
co01010,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1990,-33.434906,-70.66443,93,2024-02-29,13:46:36,1263.0,$/L,,,,,,,2024-03-26
co01010,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1990,-33.434906,-70.66443,95,2024-02-29,13:46:36,1292.0,$/L,,,,,,,2024-03-26
co01010,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1990,-33.434906,-70.66443,97,2024-02-29,13:46:36,1326.0,$/L,,,,,,,2024-03-26
co01010,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1990,-33.434906,-70.66443,DI,2024-02-29,13:46:36,1032.0,$/L,,,,,,,2024-03-26
co01011,Comercial Villaval ltda ,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,NATANIEL COX 1802,-33.470151,-70.649882,93,2024-02-29,15:21:21,1285.0,$/L,,,,,,,2024-03-26
co01011,Comercial Villaval ltda ,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,NATANIEL COX 1802,-33.470151,-70.649882,95,2024-02-29,15:21:21,1343.0,$/L,,,,,,,2024-03-26
co01011,Comercial Villaval ltda ,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,NATANIEL COX 1802,-33.470151,-70.649882,97,2024-02-29,15:21:21,1399.0,$/L,,,,,,,2024-03-26
co01011,Comercial Villaval ltda ,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,NATANIEL COX 1802,-33.470151,-70.649882,DI,2024-02-29,15:21:21,1043.0,$/L,,,,,,,2024-03-26
co01012,Adm. de Gasolineras Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,VIEL 1921,-33.472059,-70.656351,93,2024-02-29,08:38:05,1286.0,$/L,,,,,,,2024-03-26
co01012,Adm. de Gasolineras Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,VIEL 1921,-33.472059,-70.656351,95,2024-02-29,08:38:05,1345.0,$/L,,,,,,,2024-03-26
co01012,Adm. de Gasolineras Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,VIEL 1921,-33.472059,-70.656351,97,2024-03-06,08:22:21,1407.0,$/L,,,,,,,2024-03-26
co01012,Adm. de Gasolineras Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,VIEL 1921,-33.472059,-70.656351,DI,2024-03-06,08:22:59,1045.0,$/L,,,,,,,2024-03-26
co01013,ESTACION DE SERVICIO BRIZA LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,BASCUï¿½AN GUERRERO 568,-33.456797,-70.673882,93,2023-10-05,10:24:30,1291.0,$/L,,,,,,,2024-03-26
co01013,ESTACION DE SERVICIO BRIZA LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,BASCUï¿½AN GUERRERO 568,-33.456797,-70.673882,95,2023-10-05,10:24:30,1351.0,$/L,,,,,,,2024-03-26
co01013,ESTACION DE SERVICIO BRIZA LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,BASCUï¿½AN GUERRERO 568,-33.456797,-70.673882,97,2023-10-05,10:24:30,1414.0,$/L,,,,,,,2024-03-26
co01013,ESTACION DE SERVICIO BRIZA LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,BASCUï¿½AN GUERRERO 568,-33.456797,-70.673882,DI,2023-10-05,10:24:30,1023.0,$/L,,,,,,,2024-03-26
co01014,Administradora de ventas al detalle ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,CARMEN 185,-33.446397,-70.642766,93,2024-02-29,14:45:03,1295.0,$/L,,,,,,,2024-03-26
co01014,Administradora de ventas al detalle ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,CARMEN 185,-33.446397,-70.642766,95,2024-02-29,14:45:03,1346.0,$/L,,,,,,,2024-03-26
co01014,Administradora de ventas al detalle ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,CARMEN 185,-33.446397,-70.642766,97,2024-02-29,14:45:03,1396.0,$/L,,,,,,,2024-03-26
co01014,Administradora de ventas al detalle ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,CARMEN 185,-33.446397,-70.642766,DI,2024-02-29,14:45:03,1067.0,$/L,,,,,,,2024-03-26
co01015,RIVEROS Y LILLO LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,ARTURO PRAT 683,-33.453744,-70.648608,93,2024-02-29,15:42:50,1297.0,$/L,,,,,,,2024-03-26
co01015,RIVEROS Y LILLO LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,ARTURO PRAT 683,-33.453744,-70.648608,95,2024-02-29,15:42:51,1341.0,$/L,,,,,,,2024-03-26
co01015,RIVEROS Y LILLO LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,ARTURO PRAT 683,-33.453744,-70.648608,97,2024-02-29,15:42:51,1434.0,$/L,,,,,,,2024-03-26
co01015,RIVEROS Y LILLO LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,ARTURO PRAT 683,-33.453744,-70.648608,DI,2024-02-29,15:42:51,1059.0,$/L,,,,,,,2024-03-26
co01016,COPEGAS LIMITADA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 665,-33.457869,-70.642347,93,2024-02-29,09:54:20,1284.0,$/L,,,,,,,2024-03-26
co01016,COPEGAS LIMITADA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 665,-33.457869,-70.642347,95,2024-02-29,09:54:20,1343.0,$/L,,,,,,,2024-03-26
co01016,COPEGAS LIMITADA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 665,-33.457869,-70.642347,97,2024-02-29,09:54:20,1405.0,$/L,,,,,,,2024-03-26
co01016,COPEGAS LIMITADA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 665,-33.457869,-70.642347,DI,2024-03-01,12:54:59,1043.0,$/L,,,,,,,2024-03-26
co1010101,SOCIEDAD Y SERVICIOS MIYA LTDA.,COPEC,De los Lagos,10,Puerto Montt,10101,AV. ANGELMO 1920,-41.481484,-72.955876,93,2024-02-29,09:05:35,1339.0,$/L,,,,,,,2024-03-26
co1010101,SOCIEDAD Y SERVICIOS MIYA LTDA.,COPEC,De los Lagos,10,Puerto Montt,10101,AV. ANGELMO 1920,-41.481484,-72.955876,95,2024-02-29,09:05:35,1370.0,$/L,,,,,,,2024-03-26
co1010101,SOCIEDAD Y SERVICIOS MIYA LTDA.,COPEC,De los Lagos,10,Puerto Montt,10101,AV. ANGELMO 1920,-41.481484,-72.955876,97,2024-02-29,09:05:35,1400.0,$/L,,,,,,,2024-03-26
